net,length_um
_10956_,13.18
_12744_,13.18
net771,13.18
_04531_,13.175
_01848_,13.16
_04555_,13.16
_06006_,13.16
_07143_,13.16
_07382_,13.16
_09121_,13.16
_11893_,13.16
_12144_,13.16
net676,13.16
_03708_,13.15
_01225_,13.14
_02962_,13.14
_06660_,13.14
_09047_,13.14
_09109_,13.14
_10744_,13.14
_02200_,13.13
_00545_,13.125
_03287_,13.125
_00160_,13.12
_01339_,13.12
_02393_,13.12
_02433_,13.12
_03528_,13.12
_04777_,13.12
_04974_,13.12
_05797_,13.12
_06755_,13.12
_07412_,13.12
_09880_,13.12
_10729_,13.12
_11621_,13.12
_06608_,13.115
_04841_,13.1
_07140_,13.1
_08210_,13.1
_11120_,13.1
_02040_,13.08
_02345_,13.08
_02889_,13.08
_02926_,13.08
_05002_,13.08
_05942_,13.08
_07626_,13.08
_11489_,13.08
_12371_,13.08
_12934_,13.08
c_flat[283],13.08
c_flat[460],13.08
net508,13.08
net726,13.08
net781,13.08
net875,13.08
_01329_,13.06
_07303_,13.06
_11720_,13.06
a_flat[6],13.06
b_flat[21],13.06
b_flat[29],13.06
_11731_,13.05
_03728_,13.04
_09914_,13.04
_10190_,13.04
_10395_,13.04
_11108_,13.04
_11423_,13.04
_12147_,13.04
c_flat[444],13.04
_02197_,13.02
_02221_,13.02
_07610_,13.02
_12619_,13.02
_02144_,13
_02464_,13
_02817_,13
_06613_,13
_08962_,13
_11077_,13
net667,13
net913,13
_02420_,12.98
_12516_,12.98
_05115_,12.975
_02172_,12.96
_04050_,12.96
_05038_,12.96
_06356_,12.96
_07447_,12.96
_07751_,12.96
_09594_,12.96
_12809_,12.96
c_flat[150],12.96
_07194_,12.94
_07415_,12.94
_11221_,12.94
_11807_,12.94
_01684_,12.92
_02080_,12.92
_02103_,12.92
_02623_,12.92
_03291_,12.92
_04387_,12.92
_04786_,12.92
_05534_,12.92
_09637_,12.92
_12919_,12.92
_07558_,12.91
_11039_,12.89
_00965_,12.88
_01213_,12.88
_01300_,12.88
_01974_,12.88
_02968_,12.88
_04400_,12.88
_08431_,12.88
_12823_,12.88
b_flat[25],12.87
_00582_,12.86
_05255_,12.86
_05281_,12.86
_08618_,12.86
_09813_,12.86
_11127_,12.86
net899,12.86
_09139_,12.855
_00972_,12.84
_02457_,12.84
_02972_,12.84
_03790_,12.84
_04939_,12.84
_05993_,12.84
_08816_,12.84
_09081_,12.84
net291,12.84
_07570_,12.82
_09030_,12.82
_09562_,12.82
_09725_,12.82
_11814_,12.82
net15,12.82
_02213_,12.8
_02967_,12.8
_03358_,12.8
_09006_,12.8
_09271_,12.8
_10017_,12.8
_02903_,12.78
_04175_,12.78
_09269_,12.78
_10531_,12.78
_10846_,12.78
_11058_,12.78
_08427_,12.77
_03012_,12.76
_05694_,12.76
_06863_,12.76
_07596_,12.76
_09393_,12.76
_10125_,12.76
_11300_,12.76
_12280_,12.76
_12749_,12.76
net809,12.76
_03406_,12.74
_10541_,12.74
_10737_,12.74
net798,12.74
_01245_,12.72
_03444_,12.72
_03448_,12.72
_05117_,12.72
_05916_,12.72
_08192_,12.72
_09232_,12.72
_11481_,12.72
_12174_,12.72
_00276_,12.7
_00933_,12.7
_01952_,12.7
_02755_,12.7
_05137_,12.7
_05818_,12.7
_09902_,12.7
_10276_,12.7
_10353_,12.7
_12281_,12.7
_12393_,12.7
_13014_,12.7
net898,12.7
_02970_,12.68
_06591_,12.68
_06946_,12.68
_07293_,12.68
_10432_,12.68
_10488_,12.68
_11023_,12.68
_05195_,12.66
_07319_,12.66
_08872_,12.66
_00840_,12.64
_00992_,12.64
_03415_,12.64
_04391_,12.64
_05027_,12.64
_05186_,12.64
_06129_,12.64
_10455_,12.64
_11131_,12.64
_11992_,12.64
_12241_,12.64
_12873_,12.64
_00273_,12.625
_00277_,12.62
_00967_,12.62
_01121_,12.62
_02686_,12.62
_03527_,12.62
_06092_,12.62
_06473_,12.62
_07096_,12.62
_08039_,12.62
_09207_,12.62
_10535_,12.62
_10832_,12.62
_11175_,12.62
_12265_,12.62
_12704_,12.62
c_flat[105],12.62
c_flat[204],12.62
c_flat[224],12.62
c_flat[259],12.62
c_flat[27],12.62
c_flat[384],12.62
c_flat[405],12.62
c_flat[453],12.62
c_flat[484],12.62
c_flat[77],12.62
net901,12.62
_04898_,12.605
_04203_,12.6
_07695_,12.6
_11521_,12.6
_12722_,12.6
_13062_,12.6
net850,12.6
_00954_,12.58
_01568_,12.58
_03393_,12.58
_07267_,12.58
_08902_,12.58
_08941_,12.58
_09339_,12.58
_11583_,12.58
_11745_,12.58
_12591_,12.58
_09795_,12.575
_11604_,12.575
_08438_,12.57
_03856_,12.56
_04767_,12.56
_05212_,12.56
_06618_,12.56
_07168_,12.56
_07518_,12.56
_11112_,12.56
_13137_,12.56
_03362_,12.54
_04231_,12.54
_04484_,12.54
_04673_,12.54
_09499_,12.54
_11490_,12.54
_12993_,12.54
_03253_,12.52
_08664_,12.52
c_flat[399],12.52
net922,12.52
_02940_,12.5
_03961_,12.5
_04134_,12.5
_04749_,12.5
_05907_,12.5
_06050_,12.5
_06210_,12.5
_07905_,12.5
_09036_,12.5
_09633_,12.5
c_flat[428],12.5
net705,12.5
_01386_,12.48
_04121_,12.48
_04737_,12.48
_05790_,12.48
_12819_,12.48
_08162_,12.475
_07820_,12.47
_00729_,12.465
_00803_,12.46
_01538_,12.46
_02549_,12.46
_06003_,12.46
_06917_,12.46
_08195_,12.46
_00393_,12.455
_04429_,12.45
_04865_,12.45
_03463_,12.44
_07063_,12.44
_07627_,12.44
_09137_,12.44
_11748_,12.44
_12663_,12.44
_01205_,12.42
_01982_,12.42
_10436_,12.42
_10463_,12.42
_01455_,12.4
_01904_,12.4
_11370_,12.4
_02798_,12.38
_05180_,12.38
_08798_,12.38
_09509_,12.38
_09977_,12.38
_10194_,12.38
_12171_,12.38
_02222_,12.36
_05224_,12.36
_07720_,12.36
_08886_,12.36
_01285_,12.34
_04233_,12.34
_04275_,12.34
_05866_,12.34
_06710_,12.34
_08065_,12.34
_08410_,12.34
_08416_,12.34
_09243_,12.34
_10377_,12.34
_03542_,12.335
_13067_,12.33
_06619_,12.32
_08316_,12.32
_12690_,12.32
_08457_,12.31
_01196_,12.3
_02942_,12.3
_03311_,12.3
_03340_,12.3
_05278_,12.3
_06845_,12.3
_07628_,12.3
_08726_,12.3
_09876_,12.3
_12392_,12.3
_07098_,12.29
_01212_,12.28
_10679_,12.28
_11716_,12.28
b_flat[28],12.28
net862,12.28
net876,12.28
a_flat[28],12.27
_00509_,12.265
_01209_,12.26
_03548_,12.26
_03725_,12.26
_09163_,12.26
net747,12.26
_06604_,12.25
_02440_,12.24
_03428_,12.24
_04488_,12.24
_04980_,12.24
_06995_,12.24
_08979_,12.24
b_flat[20],12.24
net662,12.24
_11389_,12.235
_12703_,12.23
_00551_,12.225
_01129_,12.225
_01972_,12.22
_04480_,12.22
_04632_,12.22
_05080_,12.22
_05256_,12.22
_05996_,12.22
_06800_,12.22
_06814_,12.22
_09261_,12.22
_10710_,12.22
_10756_,12.22
_10812_,12.22
_12320_,12.22
_07995_,12.215
_10561_,12.215
_02014_,12.2
_02190_,12.2
_06744_,12.2
_07552_,12.2
_09772_,12.2
_09840_,12.2
_10322_,12.2
_12617_,12.2
_12179_,12.195
_09464_,12.19
c_flat[282],12.19
_00987_,12.18
_03384_,12.18
_04536_,12.18
_05233_,12.18
_05722_,12.18
_07077_,12.18
_10330_,12.18
_11036_,12.18
_12065_,12.18
c_flat[87],12.18
net806,12.18
c_flat[6],12.17
_02907_,12.16
_03516_,12.16
_11234_,12.16
_11861_,12.16
c_flat[149],12.16
c_flat[165],12.16
c_flat[226],12.16
c_flat[244],12.16
c_flat[263],12.16
c_flat[26],12.16
c_flat[270],12.16
c_flat[324],12.16
net585,12.16
net894,12.16
_01193_,12.14
_05330_,12.14
_08252_,12.14
_08394_,12.14
_09835_,12.14
a_flat[13],12.14
b_flat[22],12.14
b_flat[7],12.14
c_flat[317],12.14
_12848_,12.13
rst,12.13
_01233_,12.12
_05510_,12.12
_11402_,12.12
_12645_,12.12
_13037_,12.12
_13071_,12.12
net592,12.12
net685,12.12
_09324_,12.11
_11781_,12.11
_01407_,12.1
_04975_,12.1
_09031_,12.1
_01409_,12.08
_04525_,12.08
_05473_,12.08
_10497_,12.08
_01181_,12.06
_13172_,12.06
net627,12.06
net887,12.06
_02728_,12.05
_11198_,12.05
_01335_,12.04
_02542_,12.04
_02920_,12.04
_03514_,12.04
_04723_,12.04
_07238_,12.04
_08558_,12.04
_10884_,12.04
_11281_,12.04
_11600_,12.035
_01858_,12.02
_01973_,12.02
_09072_,12.02
_09154_,12.02
_10423_,12.02
_13004_,12.02
_11106_,12.015
_01881_,12
_02992_,12
_02994_,12
_03564_,12
_05521_,12
_07959_,12
_08463_,12
_08867_,12
_09599_,12
_09917_,12
_09939_,12
_10847_,12
_10887_,12
_12142_,12
_12582_,12
_01393_,11.98
_02768_,11.98
_03495_,11.98
_06501_,11.98
_06527_,11.98
_07861_,11.98
_08144_,11.98
_10788_,11.98
_11622_,11.98
_07468_,11.97
_01656_,11.96
_04754_,11.96
_06673_,11.96
_09202_,11.96
_12755_,11.96
_00905_,11.94
_02597_,11.94
_03822_,11.94
_04310_,11.94
_06467_,11.94
b_flat[14],11.94
c_flat[130],11.94
c_flat[435],11.94
_02659_,11.92
_05293_,11.92
_06499_,11.92
_08159_,11.92
_09745_,11.92
_11100_,11.92
net829,11.92
_02866_,11.9
_03735_,11.9
_05609_,11.9
_11816_,11.9
a_flat[9],11.9
_10138_,11.89
c_flat[217],11.89
c_flat[455],11.89
_00944_,11.88
_03064_,11.88
_04853_,11.88
_05613_,11.88
_06038_,11.88
_07700_,11.88
_09453_,11.88
_09535_,11.88
_10014_,11.88
_11430_,11.88
_11523_,11.88
_11952_,11.88
_12564_,11.88
_10390_,11.86
_12375_,11.86
_03077_,11.84
_04442_,11.84
_06753_,11.84
_06789_,11.84
_08502_,11.84
_08553_,11.84
_11064_,11.84
_11263_,11.84
_12154_,11.84
_12731_,11.84
_01269_,11.82
_06843_,11.82
_11336_,11.82
_13123_,11.82
_01028_,11.8
_03018_,11.8
_03648_,11.8
_06930_,11.8
_07650_,11.8
_07903_,11.8
_08701_,11.8
_10318_,11.8
_11060_,11.8
_12679_,11.8
_13002_,11.8
net618,11.8
_01785_,11.78
_02790_,11.78
_03623_,11.78
_04267_,11.78
_04474_,11.78
_04544_,11.78
_06171_,11.78
_08773_,11.78
_10608_,11.78
_11539_,11.78
net764,11.78
_02147_,11.77
_10938_,11.77
_00762_,11.765
_01296_,11.765
_04300_,11.765
_01362_,11.76
_02146_,11.76
_02459_,11.76
_02828_,11.76
_02868_,11.76
_04124_,11.76
_04410_,11.76
_06175_,11.76
_08221_,11.76
_09601_,11.76
_12064_,11.76
_00153_,11.745
_00598_,11.745
_01495_,11.74
_04213_,11.74
_04456_,11.74
_05538_,11.74
_07698_,11.74
_09357_,11.74
_10404_,11.74
_00024_,11.72
_02741_,11.72
_04088_,11.72
_04965_,11.72
_05001_,11.72
_06773_,11.72
_07763_,11.72
_08414_,11.72
_08878_,11.72
_10945_,11.72
_12593_,11.72
pe_row\[1\].pe_col\[2\].pe_inst.b_out\[1\],11.72
net725,11.72
_05975_,11.71
_00533_,11.705
_00588_,11.705
_06554_,11.705
_01197_,11.7
_02154_,11.7
_02620_,11.7
_03997_,11.7
_04973_,11.7
_05270_,11.7
_07488_,11.7
_08037_,11.7
_08571_,11.7
_09058_,11.7
_10277_,11.7
_10363_,11.7
_11619_,11.7
c_flat[93],11.7
net832,11.7
_00960_,11.68
_03070_,11.68
_03422_,11.68
_04874_,11.68
_05129_,11.68
_06525_,11.68
_08967_,11.68
_10385_,11.68
_12527_,11.68
b_flat[16],11.68
c_flat[188],11.68
c_flat[338],11.68
c_flat[351],11.68
c_flat[464],11.68
net746,11.68
_03551_,11.67
_02837_,11.665
_00382_,11.66
_00640_,11.66
_01662_,11.66
_02094_,11.66
_02945_,11.66
_03751_,11.66
_04139_,11.66
_06357_,11.66
_09592_,11.66
_09969_,11.66
_10008_,11.66
_11422_,11.66
_12416_,11.66
_12682_,11.66
net840,11.66
net940,11.66
_01000_,11.65
_01650_,11.64
_02104_,11.64
_03436_,11.64
_03769_,11.64
_05259_,11.64
_05546_,11.64
_06927_,11.64
_08179_,11.64
_08279_,11.64
_09196_,11.64
_09263_,11.64
_12514_,11.64
_04420_,11.62
_06746_,11.62
_08278_,11.62
_08385_,11.62
_08695_,11.62
_09919_,11.62
_11532_,11.62
_11885_,11.62
_09702_,11.605
_02759_,11.6
_05958_,11.6
_07496_,11.6
_00939_,11.58
_02410_,11.58
_06742_,11.58
_07746_,11.58
_08751_,11.58
_09591_,11.58
_09706_,11.58
_12097_,11.58
_12684_,11.58
net868,11.58
_00797_,11.56
_02255_,11.56
_04094_,11.56
_06646_,11.56
_07563_,11.56
_07621_,11.56
_09310_,11.56
_09557_,11.56
_09929_,11.56
_11140_,11.56
_00687_,11.55
_00550_,11.545
_02697_,11.54
_03532_,11.54
_03971_,11.54
_04313_,11.54
_04566_,11.54
_06131_,11.54
_06651_,11.54
_06875_,11.54
_11308_,11.54
_12046_,11.54
_00794_,11.52
_01799_,11.52
_09670_,11.52
_12039_,11.52
_12363_,11.52
_06840_,11.51
_07169_,11.505
_01332_,11.5
_05047_,11.5
_08762_,11.5
_08801_,11.5
net612,11.5
_02425_,11.49
_01020_,11.48
_04015_,11.48
_04333_,11.48
_06907_,11.48
_07509_,11.48
_10814_,11.48
a_flat[14],11.48
b_flat[23],11.48
_04305_,11.47
_13003_,11.47
_01412_,11.46
_01924_,11.46
_02198_,11.46
_02860_,11.46
_03173_,11.46
_05682_,11.46
_05777_,11.46
_06153_,11.46
_06828_,11.46
_10005_,11.46
_11881_,11.46
net843,11.46
_01906_,11.44
_08763_,11.44
_10755_,11.44
_00254_,11.42
_02041_,11.42
_02215_,11.42
_02288_,11.42
_05947_,11.42
_06320_,11.42
_06409_,11.42
_06924_,11.42
_07538_,11.42
_10177_,11.42
_11931_,11.42
_11993_,11.42
_12211_,11.42
_13077_,11.42
_04092_,11.4
_05663_,11.4
_06761_,11.4
_00235_,11.38
_01632_,11.38
_04006_,11.38
_05602_,11.38
_11690_,11.38
_11841_,11.38
net682,11.38
_04502_,11.375
_07954_,11.36
_09255_,11.36
_10429_,11.36
net768,11.36
_00495_,11.34
_02091_,11.34
_02502_,11.34
_04483_,11.34
_05154_,11.34
_05209_,11.34
_06318_,11.34
_06844_,11.34
_06942_,11.34
_08137_,11.34
_11361_,11.34
_12998_,11.34
_00274_,11.325
_00384_,11.325
_00635_,11.32
_03212_,11.32
_03359_,11.32
_03447_,11.32
_03692_,11.32
_04801_,11.32
_06614_,11.32
_07198_,11.32
_07955_,11.32
_09065_,11.32
_09260_,11.32
_09779_,11.32
_11974_,11.32
net663,11.32
_01120_,11.3
_01769_,11.3
_03492_,11.3
_05021_,11.3
_05134_,11.3
_08224_,11.3
_09718_,11.3
_09832_,11.3
_11301_,11.3
_11824_,11.3
_12234_,11.3
_12266_,11.3
_12979_,11.3
_11062_,11.29
_00487_,11.285
_00597_,11.28
_02511_,11.28
_08529_,11.28
_08823_,11.28
_09723_,11.28
net755,11.28
_04829_,11.26
_06209_,11.26
_09211_,11.26
_10918_,11.26
c_flat[148],11.26
c_flat[161],11.26
c_flat[300],11.26
c_flat[322],11.26
c_flat[335],11.26
c_flat[340],11.26
c_flat[362],11.26
c_flat[369],11.26
c_flat[408],11.26
c_flat[456],11.26
skew_ctrl.b_sr\[9\]\[1\],11.26
net629,11.255
_04875_,11.25
_00749_,11.245
_02985_,11.24
_03264_,11.24
_05230_,11.24
_06406_,11.24
_10698_,11.24
_11104_,11.24
_12035_,11.24
c_flat[333],11.24
c_flat[341],11.24
c_flat[415],11.24
skew_ctrl.b_sr\[9\]\[6\],11.24
net697,11.24
net950,11.24
_05688_,11.22
_06026_,11.22
_07220_,11.22
_07473_,11.22
_07634_,11.22
_07638_,11.22
_08933_,11.22
_12015_,11.22
a_flat[21],11.22
a_flat[30],11.22
b_flat[18],11.22
b_flat[3],11.22
_01497_,11.2
_03103_,11.2
_05236_,11.2
_07571_,11.2
_05553_,11.195
_07686_,11.195
_00532_,11.185
_01003_,11.18
_05539_,11.18
_06193_,11.18
_07341_,11.18
_07493_,11.18
_08392_,11.18
_08864_,11.18
_10343_,11.18
_10573_,11.18
_11323_,11.18
_01347_,11.16
_04214_,11.16
_04951_,11.16
_05585_,11.16
_05738_,11.16
_06010_,11.16
_06829_,11.16
_08104_,11.16
_08254_,11.16
_09253_,11.16
_10449_,11.16
skew_ctrl.a_sr\[10\]\[3\],11.16
_12186_,11.145
_00834_,11.14
_06454_,11.14
_09152_,11.14
_11304_,11.14
b_flat[5],11.14
_08989_,11.13
_02240_,11.12
_04482_,11.12
_04858_,11.12
_06235_,11.12
_06763_,11.12
_07410_,11.12
_07697_,11.12
_08250_,11.12
_09061_,11.12
_09865_,11.12
_09949_,11.12
_10316_,11.12
_05831_,11.1
_06819_,11.1
_06876_,11.1
_07639_,11.1
_12302_,11.1
_03576_,11.08
_03937_,11.08
_09120_,11.08
_09179_,11.08
_09654_,11.08
_11290_,11.08
_13190_,11.08
pe_row\[3\].pe_col\[0\].pe_inst.a_out\[7\],11.08
net929,11.08
_03078_,11.07
_04736_,11.07
_07970_,11.07
net852,11.07
_01255_,11.06
_04412_,11.06
_05491_,11.06
_06370_,11.06
_08838_,11.06
_12021_,11.06
_12519_,11.06
_12905_,11.06
_05054_,11.045
_00034_,11.04
_01885_,11.04
_04100_,11.04
_05505_,11.04
_05744_,11.04
_10362_,11.04
_11395_,11.04
_12807_,11.04
_13018_,11.04
_11377_,11.035
_06933_,11.02
_09866_,11.02
_11383_,11.02
a_flat[17],11.02
b_flat[11],11.02
_10721_,11.01
_01811_,11
_03241_,11
_06602_,11
_08025_,11
_08579_,11
_11462_,11
_12325_,11
net684,11
net775,11
net907,11
_10244_,10.99
_03364_,10.98
_03408_,10.98
_11869_,10.98
_12767_,10.98
_01151_,10.96
_02776_,10.96
_02892_,10.96
_03620_,10.96
_03842_,10.96
_06448_,10.96
_06592_,10.96
_07427_,10.96
_07946_,10.96
_08107_,10.96
_08283_,10.96
_10640_,10.96
_11915_,10.96
_12312_,10.96
_12654_,10.96
_13070_,10.96
net920,10.96
net945,10.96
net864,10.95
_04128_,10.94
_04477_,10.94
_03076_,10.935
_13001_,10.93
_03497_,10.92
_04173_,10.92
_04210_,10.92
_06423_,10.92
_09944_,10.92
_11316_,10.92
_12034_,10.92
_12386_,10.92
_13119_,10.92
net867,10.92
net877,10.92
_00131_,10.915
c_flat[463],10.91
_08303_,10.9
_10424_,10.9
_11575_,10.895
_04639_,10.88
_05018_,10.88
_05837_,10.88
_06371_,10.88
_06813_,10.88
_09017_,10.88
_09580_,10.88
_10811_,10.88
_11159_,10.88
_11955_,10.88
net669,10.88
net716,10.88
_03155_,10.87
_00494_,10.865
_00710_,10.865
_08985_,10.865
_01384_,10.86
_02169_,10.86
_04523_,10.86
_06462_,10.86
_06759_,10.86
_07943_,10.86
_09709_,10.86
_10181_,10.86
_10554_,10.86
_10580_,10.86
_11314_,10.85
_00369_,10.84
_00377_,10.84
_01185_,10.84
_01934_,10.84
_03653_,10.84
_03807_,10.84
_04115_,10.84
_06542_,10.84
_07492_,10.84
_08341_,10.84
_08437_,10.84
_11022_,10.84
_11494_,10.84
_06381_,10.835
_01340_,10.82
_02765_,10.82
_04151_,10.82
_04247_,10.82
_05215_,10.82
_06200_,10.82
_06380_,10.82
_10286_,10.82
_10495_,10.82
_08352_,10.81
_03206_,10.8
_03665_,10.8
_04798_,10.8
_07347_,10.8
_09097_,10.8
_11601_,10.8
_13025_,10.8
c_flat[106],10.8
c_flat[177],10.8
c_flat[183],10.8
c_flat[265],10.8
c_flat[344],10.8
c_flat[437],10.8
c_flat[95],10.8
c_flat[411],10.79
_00961_,10.78
_02261_,10.78
_02642_,10.78
_03124_,10.78
_03617_,10.78
_04428_,10.78
_05241_,10.78
_05651_,10.78
_06246_,10.78
_07007_,10.78
_07148_,10.78
_07289_,10.78
_08810_,10.78
_09288_,10.78
_09381_,10.78
_11508_,10.78
_11902_,10.78
_12330_,10.78
_12667_,10.78
_00139_,10.765
_00783_,10.765
_01162_,10.76
_02781_,10.76
_02925_,10.76
_06030_,10.76
_07716_,10.76
_09237_,10.76
_11347_,10.76
_11371_,10.76
_11880_,10.76
c_flat[111],10.76
c_flat[321],10.76
c_flat[332],10.76
c_flat[498],10.76
c_flat[70],10.76
_00253_,10.74
_01430_,10.74
_03389_,10.74
_03977_,10.74
_04126_,10.74
_05741_,10.74
_05902_,10.74
_06446_,10.74
_06786_,10.74
_06874_,10.74
_07670_,10.74
_10084_,10.74
_10441_,10.74
_12045_,10.74
_12282_,10.74
net916,10.74
_01951_,10.72
_05643_,10.72
_08423_,10.72
_09040_,10.72
_09176_,10.72
_09649_,10.72
_10549_,10.72
_10708_,10.72
_11537_,10.72
_12983_,10.72
_04311_,10.71
_00708_,10.705
_01364_,10.7
_02779_,10.7
_05160_,10.7
_05986_,10.7
_06141_,10.7
_09682_,10.7
_10799_,10.7
_11327_,10.7
_11457_,10.7
_06109_,10.69
_02544_,10.68
_04527_,10.68
_10250_,10.68
net813,10.68
_02830_,10.66
_03068_,10.66
_03305_,10.66
_03718_,10.66
_03745_,10.66
_04650_,10.66
_06580_,10.66
_07599_,10.66
_07616_,10.66
_07958_,10.66
_08931_,10.66
_08955_,10.66
_11375_,10.66
_12208_,10.66
_13042_,10.66
c_flat[442],10.66
c_flat[491],10.66
net737,10.66
_01336_,10.65
_06866_,10.65
c_flat[212],10.65
_00543_,10.645
_02579_,10.64
_06712_,10.64
_06908_,10.64
_07099_,10.64
_09141_,10.64
_09923_,10.64
_10246_,10.64
_01363_,10.62
_01539_,10.62
_01866_,10.62
_02266_,10.62
_02997_,10.62
_04578_,10.62
_05427_,10.62
_09758_,10.62
_10245_,10.62
_11054_,10.62
_11072_,10.62
_11340_,10.62
_12245_,10.62
_03089_,10.6
_03643_,10.6
_07546_,10.6
_10293_,10.6
_12683_,10.6
_13161_,10.6
_03239_,10.58
_03441_,10.58
_04800_,10.58
_09854_,10.58
_11991_,10.58
_03739_,10.56
_04897_,10.56
_06566_,10.56
_10046_,10.56
a_flat[25],10.55
_01768_,10.54
_02075_,10.54
_04945_,10.54
_06929_,10.54
_08388_,10.54
_08995_,10.54
_10285_,10.54
_10705_,10.54
_11002_,10.54
_11656_,10.54
_00942_,10.52
_03426_,10.52
_04902_,10.52
c_flat[506],10.51
_01418_,10.5
_01735_,10.5
_02479_,10.5
_03955_,10.5
_04205_,10.5
_04435_,10.5
_04621_,10.5
_04931_,10.5
_09975_,10.5
_10727_,10.5
_11400_,10.5
_11417_,10.5
_11984_,10.5
_12986_,10.5
_00546_,10.485
_03601_,10.48
_05848_,10.48
_06831_,10.48
_11479_,10.48
_11746_,10.48
_00568_,10.465
_02565_,10.46
_03457_,10.46
_09881_,10.46
_11445_,10.46
_11802_,10.46
_12652_,10.46
_12909_,10.46
net703,10.46
_08657_,10.44
_11538_,10.44
net773,10.44
_06147_,10.43
_02166_,10.42
_02861_,10.42
_04396_,10.42
_05881_,10.42
_06110_,10.42
_06553_,10.42
_10433_,10.42
_10900_,10.42
_11368_,10.42
_00614_,10.405
_00813_,10.4
_01224_,10.4
_01526_,10.4
_01610_,10.4
_01862_,10.4
_02625_,10.4
_04479_,10.4
_04748_,10.4
_05121_,10.4
_06231_,10.4
_08049_,10.4
_10543_,10.4
_12205_,10.4
_13066_,10.4
_00362_,10.38
_01194_,10.38
_01320_,10.38
_01424_,10.38
_02400_,10.38
_03476_,10.38
_06754_,10.38
_07545_,10.38
_08240_,10.38
_08924_,10.38
_08970_,10.38
_10743_,10.38
_11210_,10.38
_11503_,10.38
_02588_,10.375
net715,10.37
_00743_,10.365
_00745_,10.36
_01826_,10.36
_03930_,10.36
_05596_,10.36
_07459_,10.36
_08841_,10.36
_04496_,10.35
_00126_,10.34
_03004_,10.34
_03727_,10.34
_05267_,10.34
_06016_,10.34
_10886_,10.34
c_flat[100],10.34
c_flat[169],10.34
c_flat[199],10.34
c_flat[275],10.34
c_flat[295],10.34
c_flat[311],10.34
c_flat[448],10.34
c_flat[487],10.34
c_flat[494],10.34
net921,10.34
c_flat[2],10.33
c_flat[402],10.33
_01753_,10.32
_02000_,10.32
_03226_,10.32
_04010_,10.32
_04997_,10.32
_05421_,10.32
_07012_,10.32
_08662_,10.32
_09320_,10.32
_09746_,10.32
_10271_,10.32
_10745_,10.32
net872,10.32
_01025_,10.3
_03115_,10.3
_04969_,10.3
_06199_,10.3
_09192_,10.3
net615,10.3
_00636_,10.285
_01110_,10.28
_01545_,10.28
_01899_,10.28
_01935_,10.28
_02710_,10.28
_03655_,10.28
_04078_,10.28
_04440_,10.28
_05716_,10.28
_08865_,10.28
_09626_,10.28
_09781_,10.28
_10517_,10.28
_11642_,10.28
_01060_,10.26
_02201_,10.26
_02395_,10.26
_06790_,10.26
_08312_,10.26
_08343_,10.26
_08900_,10.26
_04354_,10.24
_04486_,10.24
_05766_,10.24
_07036_,10.24
_07388_,10.24
_08245_,10.24
_09010_,10.24
_09338_,10.24
_09593_,10.24
_12301_,10.24
skew_ctrl.a_sr\[10\]\[6\],10.24
_03922_,10.23
_00175_,10.22
_01346_,10.22
_03147_,10.22
_12348_,10.22
net892,10.22
_01018_,10.2
_07268_,10.2
_07629_,10.2
_08314_,10.2
_10134_,10.2
_10636_,10.2
_01024_,10.18
_02661_,10.18
_03254_,10.18
_10505_,10.18
_01009_,10.16
_03508_,10.16
_03805_,10.16
_04244_,10.16
_06921_,10.16
_07617_,10.16
_08400_,10.16
_09204_,10.16
_10288_,10.16
_12243_,10.16
net879,10.16
_00702_,10.14
_05075_,10.14
_10849_,10.14
_12369_,10.14
a_flat[26],10.13
c_flat[485],10.13
_04316_,10.12
_05759_,10.12
_07155_,10.12
_07351_,10.12
_11661_,10.12
_12276_,10.12
_13106_,10.12
b_flat[31],10.11
_01287_,10.1
_00812_,10.08
_02264_,10.08
_03859_,10.08
_04426_,10.08
_05252_,10.08
_09238_,10.08
_11364_,10.08
_11976_,10.08
_06401_,10.07
_07709_,10.07
_00155_,10.065
_00560_,10.065
_01021_,10.06
_01261_,10.06
_03953_,10.06
_09070_,10.06
_12677_,10.06
_00171_,10.045
_00608_,10.04
_01637_,10.04
_02481_,10.04
_02722_,10.04
_03712_,10.04
_04597_,10.04
_06133_,10.04
_06547_,10.04
_06810_,10.04
_11071_,10.04
_11179_,10.04
_04690_,10.02
_06111_,10.02
_08262_,10.02
_12588_,10.02
_04675_,10.01
_03876_,10
_05261_,10
_08191_,10
_09067_,10
_09085_,10
_11275_,10
_12303_,10
net718,10
net748,10
net946,10
_00565_,9.985
_00259_,9.98
_00736_,9.98
_01353_,9.98
_02025_,9.98
_02888_,9.98
_03249_,9.98
_06642_,9.98
_07824_,9.98
_12632_,9.98
_12987_,9.98
_12991_,9.98
c_flat[125],9.98
c_flat[329],9.98
c_flat[365],9.98
net774,9.98
net808,9.98
net847,9.98
_12356_,9.97
c_flat[7],9.97
_00436_,9.965
_03327_,9.96
_05322_,9.96
_05859_,9.96
_06475_,9.96
_08460_,9.96
_09815_,9.96
_10702_,9.96
_11520_,9.96
_11568_,9.96
_12415_,9.96
_12670_,9.96
_11067_,9.95
_09551_,9.945
_05742_,9.94
_05781_,9.94
_07800_,9.94
_08001_,9.94
_12994_,9.94
net839,9.94
_00028_,9.925
_00493_,9.925
_00534_,9.92
_01293_,9.92
_05756_,9.92
_06323_,9.92
